label,source_split,text,ppl,zlib_ratio,k_min_probs_0.05,k_max_probs_0.05,k_min_probs_0.1,k_max_probs_0.1,k_min_probs_0.2,k_max_probs_0.2,ppl_ratio_synonym_substitution,ppl_ratio_butter_fingers,ppl_ratio_random_deletion,ppl_ratio_change_char_case,ppl_ratio_whitespace_perturbation,ppl_ratio_underscore_trick,ref_ppl_ratio_tinystories-1M,ref_ppl_ratio_tinystories-33M,ref_ppl_ratio_phi-1_5
member,train," 61 minutes. On 10 October 2015, Éder opened the scoring in a 3–1 away win over Azerbaijan, which sealed Italy's qualification for UEFA Euro 2016. On 31 May 2016, he was named to Conte's 23-man Italy squad for Euro 2016. On 17 June, he scored the only goal against Sweden in the 88th minute during the second group game, which qualified Italy to the Round of 16; he was named Man of the Match by UEFA.

Style of play
Éder is a quick, diminutive, yet tenacious forward with an accurate shot, who usually plays in a central role as a main striker, due to his pace, positional sense, attacking movement, tactical intelligence, and eye for goal, which make him particularly effective during counter-attacks. A versatile, hard-working, and technically gifted player, with good vision, he is also effective as a second striker, as a left winger, or even as an attacking midfielder, positions which allow him to provide depth to his team and participate in build-up plays, play off of his teammates, hold up the ball, and provide assists. Possessing substantial physical strength, despite his relatively small stature, he can also be effective in the air, as well as from set-pieces and penalties. In addition to his offensive and creative abilities, Éder has also stood out for his stamina and defensive work-rate, which make him extremely useful when his team are not in possession.

Career statistics

Club

International

International goals

Honours

Individual
Serie B top scorer: 2009–10 (27 goals)

References

External links

 Internazionale official profile
 Éder – Serie A competition record
 AIC profile 
 FIGC profile 
 
 
 

Category:1986 births
Category:Living people
Category:Italian footballers
Category:Brazilian footballers
Category:People from Santa Catarina (state)
Category:People of Venetian descent
Category:Brazilian people of Italian descent
Category:Italian people of Brazilian descent
Category:Association football forwards
Category:Campeonato Brasileiro Série A players
Category:Campeonato Brasileiro Série B players
Category:Criciúma Esporte Clube players
Category:Serie A players
Category:Serie B players
Category:Chinese Super League players
Category:Empoli F.C. players
Category",10.690645589069447,0.002189805097117826,0.008584916591644287,9.022135416666666,0.02625638008117676,7.7721875,0.11249929783391018,6.386335784313726,0.7032607402731986,0.40329031797809234,0.5950202767115269,0.41767015416712017,0.4211892742533479,0.7713857654319805,0.0005934895135039584,0.0003129510366960983,0.08978552761787999
member,train," of a personal name with some other name or word.
 Adsul, Texas — Adams and Sullivan, sawmill owners
 Albertha, North Dakota — Allen Town and Bertha Dickie
 Alikanna, Ohio — Alexander and Anna Beatty, town founders
 Allock, Kentucky — J. B. Allen and H. E. Bullock, mine owners
 Almena, Wisconsin — Albert and Wilhelmena Koehler, early settlers
 Alpat Lake (body of water in Saskatchewan) — Al Billwiller and Pat Gillis, prospectors
 Andale, Kansas — Anderson and Dale, early settlers
 Anjean, West Virginia — Ann and Jean, mother and daughter, respectively, of mine owner, Mr Leckie 
 Annabella, Utah — Ann S. Roberts and Isabella Dalton, early settlers
 Annada, Missouri — Ann and Ada Jamison, daughters of Carson Jamison, early settler
 Annelly, Kansas — Ann and Ellie, wife and daughter of a railroad official
 Annfred, West Virginia — Anna and Fred, railway official and wife
 Annis, Idaho — Ann Kearney (first postmistress) and the word ""island""
 Arizola, Arizona — Arizona and Ola Thomas, daughter of an early settler
 Artanna, Ohio — Arthur ""Art"" and Anna Wolfe, store owners
 Arthyde, Minnesota — Arthur and Clyde Hutchins, town founders
 Atolia, California — Atkins and DeGolia, mining company officials
 Austwell, Texas — Preston R. Austin and Jesse C. McDowell, founders
 Berclair, Texas — Bert and Clair Lucas, local ranchers
 Birkbeck, Illinois — two railroad officials: Birk and Beck
 Birome, Texas — Bickham and Jerome Cartwright, brothers, ranchers, landowners
 Broad Park, Indiana — J. C. Broadstreet and Hugh Parker, local landowners
 Brookneal, Virginia — John Brooke and Sarah Neal Brooke, husband and wife, owners of a tobacco warehouse
 Brownfield, Illinois — two prominent local citizens: John Brown and Lewis Field
 Carson, North Dakota — early businessmen: Frank Carter and David and Simon Pederson
 Churchill, Idaho — Church and Hill were common family names among the early settlers
 Clemscott, Oklahoma — Clem Brooks and Scott Sparks
 Coeburn, Virginia — W. W. Coe, Chief Engineer of the N&",29.104533364067898,0.003432682227852255,0.014546672503153482,10.585286458333334,0.03701475143432617,9.715625,0.1475055077496697,8.360677083333334,1.0063203358273163,0.6038603222758298,0.7126112668023555,0.5699667846985927,0.591330672057737,0.9042332984286038,0.00024576644223625165,7.555191705969554e-05,0.07222389400069881
member,train," of Swabia, the Duchy of Saxony, the Duchy of Franconia and the Duchy of Thuringia, unlike further west the County of Burgundy or Lorraine in Middle Francia. 

The Salian emperors (reigned 1027–1125) retained the stem duchies as the major divisions of Germany, but they became increasingly obsolete during the early high-medieval period under the Hohenstaufen, and Frederick Barbarossa finally abolished them in 1180 in favour of more numerous territorial duchies.

Successive kings of Germany founded a series of border counties or marches in the east and the north. These included Lusatia, the North March (which would become Brandenburg and the heart of the future Prussia), and the Billung March. In the south, the marches included Carniola, Styria, and the March of Austria that would become Austria.

Frankish Empire

After the fall of the Western Roman Empire in the 5th century, the Franks, like other post-Roman Western Europeans, emerged as a tribal confederacy in the Middle Rhine-Weser region, among the territory soon to be called Austrasia (the ""eastern land""), the northeastern portion of the future Kingdom of the Merovingian Franks. As a whole, Austrasia comprised parts of present-day France, Germany, Belgium, Luxembourg and the Netherlands. Unlike the Alamanni to their south in Swabia, they absorbed large swaths of former Roman territory as they spread west into Gaul, beginning in 250. Clovis I of the Merovingian dynasty conquered northern Gaul in 486 and in the Battle of Tolbiac in 496 the Alemanni tribe in Swabia, which eventually became the Duchy of Swabia.

By 500, Clovis had united all the Frankish tribes, ruled all of Gaul and was proclaimed King of the Franks between 509 and 511. Clovis, unlike most Germanic rulers of the time, was baptized directly into Roman Catholicism instead of Arianism. His successors would cooperate closely with papal missionaries, among them Saint Boniface. After the death of Clovis in 511, his four sons partitioned his kingdom including Austrasia. Authority over Austrasia passed back and forth from autonomy to royal subjugation, as successive Merovingian kings alternately united",14.996324910587859,0.002435076587340411,0.003000477949778239,9.753580729166666,0.00835841178894043,8.45515625,0.05042144831489114,7.088082107843137,0.8363518151187337,0.4475622129038338,0.7113976376124181,0.46273429769031316,0.4948725394274278,0.9018591314001227,0.00031198505014598104,0.0001479652454387948,0.07306075574790233
member,train," and Svend Rathsack's and Ivar Bentson's project was selected as the final winner.

 
The monument was officially inaugurated on 9 May 1928. Representatives of the Danish Royal Family, Government ministers, civil servants and representatives from commercial and cultural circles as well as surviving relatives of deceased sailors attended the ceremony. Speeches were held by King Christian X, the Chairman of the Danish Steamship Owners’ Association and the lord mayor of Copenhagen. A cantata specially written for the occation by Hans Hartvig Seedorff and Johan Hye-Knudsen was also sung at the event.

Over the years the limestone reliefs fell into an advanced state of decay. The base was originally carved in limestone but Italian marble was now opted for as a more weather resistant alternative. Restoration work was commenced in 2009 and the monument was reinaugurated Head of the Danish Shipowners’ Association, Mr. Peter Bjerregaard on 15 September 2011.

Description
 
The winged female figure, representing Remembrance (Mindet), was modelled over the classical Hellenistic sculpture of Nike of Samothrace. The names of the 101 Danish merchant ships that sunk during the First World War as well as the names of the 648 sailors who drowned.

The reliefs on the sides of the podium were inspired by Borobudur on Java. The front of the podium shows a dramatic scene with a ship that is sinking after colliding with a naval mine. Sailors are jumping overboard and being evacuated to another ship. The relief on the left rear side of the podium shows Mars pointing with his sword towards an eagle that is attacking a gull as a symbol of the Great Powers' assault on the small, peaceful nation. On the right rear side is a representation of Mercury with his winged helmet, God of trade and seafaring, pointing towards three doves.  The fourth relief depicts a fatherless family.

Models and sketches
 Model submitted for the competition on 26 September 1924. 1924. Depicted in Architecten, XXVI, 1924, p. 223.
 Sketch sent to the Magistrate on 21 October 1924. Stadsarkitektens Arkiv.
 Ivar Bentsen: Rendering of the monument and the surrounding terrain. 1924.
 Ivar Bentsen: Three renderings sent to the Magistrate on 18 maj 1925.. Stadsarkitektens Arkiv? 
 Model. Pl",27.70072185102635,0.0028510373154142375,0.016575018564860027,12.240234375,0.04628852844238281,10.70375,0.1632053524840112,8.657015931372548,0.8001567876410638,0.5332629138293209,0.702494409972303,0.5580218845580353,0.5374460330883902,0.9493544314283039,0.0002372877716993803,0.00011769724872142191,0.08359741716539427
member,train," but lost in the Republican primary, coming in third, and did not run for re-election to the House. After leaving the House he served as chairperson of the Oregon Government Ethics Commission from 1979 to 1981 and was on the Oregon Traffic Safety Commission. He remained out of elected office until he was elected to the Oregon House again in 1984. Representing District 29, he won re-election to successive two-year terms in 1986, 1988, and 1990. In July 1987, Republicans appointed his brother Jim to the Oregon State Senate, a seat Stan had hoped to be appointed to instead.

The seat became open when Tony Meeker was appointed as Oregon State Treasurer. Stan considered challenging his brother in the primary election the following May, but declined and ran for re-election in the House. The possible contest between brothers created some tension in the family. In August 1987, Stan declined to pursue the House Minority Leader position after Larry Campbell left the position. Bunn then ran in the 1992 election to replace  John Brenneman in Oregon Senate District 2, where Bunn then lived after redistricting. On July 2, 1992, he was appointed to the position when Brenneman resigned from the seat. His younger brother Tom was appointed to the House to fill Stan's seat the next day, which lead to three Bunns serving in the Oregon Legislative Assembly simultaneously.

Bunn won the November 1992 election and the four-year term in the Senate. He served through the 1996 special session representing parts of Yamhill, Lincoln, Polk, Lane, and Tillamook counties. While in the legislature this second time, he went against his party and voted to place a Democrat on the Northwest Power Planning Council, with his vote the decisive vote. Other work included writing and passing welfare reform to move recipients into the workforce and medical insurance portability for employees, both in 1995. Later legislator Larry George described Bunn as ""...more of a stoic character, more standoffish..."" while fellow legislator Bill Bradbury said ""[h]e really does absorb the facts of a situation,' and not just have an ideological view to it."" Bunn himself described his views as moderate.

In 1996, Stan ran in the Republican primary to represent Oregon's 1st congressional district, at a time when his brother Jim was running for re-election in Oregon's 5th Congressional district. One of six Republicans in the primary, he finished third in the race with Bill Witt winning the party's nomination. During his campaign",15.743612812169753,0.002257522315548349,0.00827463467915853,9.689778645833334,0.041005516052246095,8.2721875,0.20202859242757162,6.932368259803922,0.7474440869834441,0.46595874500495366,0.6724731323286276,0.479204256758573,0.5544283678305942,0.8433979610507247,0.00028869570783184094,0.00012720469609979473,0.09871296270130853
member,train," tonight are wishing this for me and my family. I thank you. This is for you.""

At the 11th Satellite Awards on December 18, 2006, The Departed won awards for Best Ensemble, Motion Picture, Best Motion Picture, Drama, Best Screenplay – Adapted (William Monahan), and Best Actor in a Supporting Role (Leonardo DiCaprio).

In 2008, the American Film Institute nominated this film for its Top 10 Gangster Films list.

Home media 
The Departed was released by Warner Brothers on DVD in 2007. The film is available in a single-disc full screen (1.33:1), single-disc widescreen (2.40:1) edition, and 2-disc special edition. The second disc contains deleted scenes; a feature about the influence of New York’s Little Italy on Scorsese; a Turner Classic Movies profile; and a 21-minute documentary titled Stranger Than Fiction: The True Story of Whitey Bulger, Southie and The Departed about the crimes that influenced Scorsese in creating the film, including the story of James ""Whitey"" Bulger, upon whom Jack Nicholson's character is based.

The Region 1 version has three available audio tracks: English, Spanish, and French (all of which are in Dolby Digital 5.1), and three subtitle tracks (English, Spanish, French). The film was released on HD DVD and Blu-ray at the same time as the standard-definition DVD. The 2-Disc Special Edition was packaged in a Limited Edition Steelbook. It marked the first time that an Oscar-winning Best Picture was released to the home video market in DVD format only, as VHS was phased out by the start of 2006.

Music 
There were two albums released for The Departed, one presenting the original score composed for the film by Howard Shore, and the other featuring earlier recordings, mostly pop/rock songs, which were used on the soundtrack.

Soundtrack 

As with previous Scorsese films, Robbie Robertson had a hand in picking the music. The film opens with ""Gimme Shelter"" by The Rolling Stones (""Let It Loose"" also appears later on), and prominently plays ""I'm Shipping Up to Boston"" by Dropkick Murphys with lyrics written by Woody Guthrie, which gained the band some popularity and their first and only platinum selling single.",11.366054717914741,0.0020703843756716273,0.000869611899058024,10.049479166666666,0.004596414566040039,8.47984375,0.048834038715736536,6.803462009803922,0.747711774590126,0.4260338385089802,0.663137105788532,0.4503316305638839,0.43976575846864474,0.760939682200932,0.00025444104130299694,0.00010131056427669998,0.08409387791967009
member,train,"'s operations were successful, but they often caused a large toll in casualties. In October, Gourko's task was to siege Plevna from the west by taking over the Turkish positions on the highway to Sofia. The first was the stronghold of Gorni Dubnik. The victorious Battle of Gorni Dubnik on 24 October was the first battle of the Finnish battalion for decades, and became its most renowned one. Finns belonged to the unit which conducted an offensive against the main redoubt of the fortress. In this battle, the battalion lost 22 men and 95 wounded, including 8 officers, 5 non-commissioned officers and five bandsmen. Two of the wounded died soon after the battle. In total some 3,300 Russians died in the operation.

After the battle of Gorni Dubnik, the battalion commander Georg Edvard Ramsay was transferred to command the Semyonovsky Regiment, and he was replaced with colonel Victor Napoleon Procopé. Procopé could not take command until January 1878, and lieutenant colonel Julius Sundman commanded the battalion in the meantime. In November, Gurko's army proceeded towards Sofia. After the capture of Plevna in December, Gourko decided to take his troops across the Balkan Mountains in the middle of the winter as a detour to avoid the highly manned Arabakonak pass. Due to insufficient resources, crossing the mountains became difficult. The battalion was at the time attached to a unit commanded by general major Dmitry Filosofov, but after crossing the mountain, it was moved back to the Ellis's Guards' Brigade. The battalion took part in the non-violent takeover of Sofia on 5 January and in the invasion of Philippopolis between 15-17 January. This came to be its last battle. The battle of Philippopolis was, in fact, larger than that of Gorni Dubnik, but the Guard of Finland only suffered four wounded. Thus, it never became a similar legendary hallmark in the battalion's history as the battle of Gorni Dubnik.

On its way towards Adrianople, the battalion had to witness the tragedy of Harmanli massacre, but the battalion was not directly involved. At the end of the war, the Finnish Battalion marched all the way to San Stefano, just at the gates of Constantinople, where it was also located as the Treaty of San Stefano came into effect. Here, the battalion faced a Typhoid fever",22.88528535199553,0.002782661460427677,0.008203327655792236,10.412760416666666,0.037478246688842774,9.22734375,0.17696137054293765,7.748851102941177,0.8602192458274167,0.538986804681555,0.7181747859164443,0.5334736664760915,0.5666873207716155,0.9024594804129435,0.0005999820006358695,0.0002551947288230482,0.07735465973085741
